Hogwarts House,b,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
Gryffindor,-2.25973606795988,-0.32011179473363793,0.15862328229294445,-0.8552422013970084,-0.14766772978926238,0.2992182879215812,-0.07795122047188735,0.7696935798352247,-0.771704016426385,-0.9398031490071022,-0.13570400140822886,0.04538482490671055,-0.363680046239569,0.8329646163279715
Hufflepuff,-1.6757074934514875,0.15658811909887535,1.1819343416007055,1.0672103312653651,-1.1925197601638209,0.7187061174849227,-0.847239281149229,-1.2433518418673721,0.7953234703197222,0.6571604675005595,-0.33266564011933536,-0.07142576427398359,-0.05898260114321306,-0.5243437080098314
Slytherin,-2.898213109827204,-0.07468421625021711,-0.6478148493180651,-0.745480906842944,0.6826244323642219,-1.2897323342958527,-0.5234169377927742,-0.5988564427180441,0.16522811514842708,0.1655156605091908,0.570976361872214,-0.0010994120880781812,-0.5886066028132341,-0.464299964060906
Ravenclaw,-2.629269750126805,0.2862595736157891,-0.83784129491501,0.6165840535167258,0.8179560968130316,0.3197871004205698,1.163447241587169,0.9804297895735411,0.05142127878040753,0.13360923844804398,-0.027960858879794284,0.02965113025791805,1.065483840327751,0.024951543870810975
mean,,49263.676762551884,48.74172003840046,1.0686766180245757,-0.46439126003489284,3.1341321873999037,-233.61584578022703,494.31182543290987,2.89022134913914,1029.612471806259,5.941977527782908,-0.05997083668043958,-243.55097940625,23.315375
std,,16607.21247893426,513.6607347971925,5.194701715541099,5.148896256441071,4.138560777839318,474.1685133037219,105.53884973935659,4.410569288805126,43.93827568333199,3.146939107531344,0.948738813511281,8.715658394020178,98.67590189460962
